,Steps,ACC,method
1906,3633.811245,0.27,bb
1907,3633.811245,0.26,bb
1908,3633.811245,0.27,bb
1909,3633.811245,0.25,bb
1910,3653.88755,0.26,bb
1911,3653.88755,0.25,bb
1912,3653.88755,0.26,bb
1913,3653.88755,0.21,bb
1914,3653.88755,0.25,bb
1915,3673.963855,0.27,bb
1916,3673.963855,0.26,bb
1917,3673.963855,0.27,bb
1918,3673.963855,0.22,bb
1919,3673.963855,0.22,bb
1920,3694.040161,0.24,bb
1921,3694.040161,0.27,bb
1922,3694.040161,0.26,bb
1923,3694.040161,0.24,bb
1924,3694.040161,0.24,bb
1925,3714.116466,0.23,bb
1926,3714.116466,0.26,bb
1927,3714.116466,0.22,bb
1928,3714.116466,0.25,bb
1929,3714.116466,0.23,bb
1930,3734.192771,0.24,bb
1931,3734.192771,0.27,bb
1932,3734.192771,0.22,bb
1933,3734.192771,0.23,bb
1934,3734.192771,0.26,bb
1935,3754.269076,0.26,bb
1936,3754.269076,0.24,bb
1937,3754.269076,0.24,bb
1938,3754.269076,0.27,bb
1939,3754.269076,0.21,bb
1940,3774.345382,0.24,bb
1941,3774.345382,0.26,bb
1942,3774.345382,0.24,bb
1943,3774.345382,0.27,bb
1944,3774.345382,0.23,bb
1945,3794.421687,0.26,bb
1946,3794.421687,0.26,bb
1947,3794.421687,0.27,bb
1948,3794.421687,0.25,bb
1949,3794.421687,0.24,bb
1950,3814.497992,0.27,bb
1951,3814.497992,0.25,bb
1952,3814.497992,0.24,bb
1953,3814.497992,0.25,bb
1954,3814.497992,0.27,bb
1955,3834.574297,0.26,bb
1956,3834.574297,0.26,bb
1957,3834.574297,0.27,bb
1958,3834.574297,0.26,bb
1959,3834.574297,0.27,bb
1960,3854.650602,0.27,bb
1961,3854.650602,0.26,bb
1962,3854.650602,0.24,bb
1963,3854.650602,0.25,bb
1964,3854.650602,0.24,bb
1965,3874.726908,0.22,bb
1966,3874.726908,0.26,bb
1967,3874.726908,0.25,bb
1968,3874.726908,0.24,bb
1969,3874.726908,0.24,bb
1970,3894.803213,0.24,bb
1971,3894.803213,0.24,bb
1972,3894.803213,0.24,bb
1973,3894.803213,0.27,bb
1974,3894.803213,0.24,bb
1975,3914.879518,0.21,bb
1976,3914.879518,0.23,bb
1977,3914.879518,0.25,bb
1978,3914.879518,0.26,bb
1979,3914.879518,0.24,bb
1980,3934.955823,0.27,bb
1981,3934.955823,0.25,bb
1982,3934.955823,0.27,bb
1983,3934.955823,0.26,bb
1984,3934.955823,0.22,bb
1985,3955.032129,0.27,bb
1986,3955.032129,0.21,bb
1987,3955.032129,0.25,bb
1988,3955.032129,0.26,bb
1989,3955.032129,0.2,bb
1990,3975.108434,0.22,bb
1991,3975.108434,0.24,bb
1992,3975.108434,0.25,bb
1993,3975.108434,0.26,bb
1994,3975.108434,0.25,bb
1995,3995.184739,0.27,bb
1996,3995.184739,0.25,bb
1997,3995.184739,0.26,bb
1998,3995.184739,0.25,bb
1999,3995.184739,0.21,bb
2000,4015.261044,0.26,bb
2001,4015.261044,0.25,bb
2002,4015.261044,0.23,bb
2003,4015.261044,0.26,bb
2004,4015.261044,0.25,bb
2005,4035.337349,0.24,bb
2006,4035.337349,0.24,bb
2007,4035.337349,0.23,bb
2008,4035.337349,0.26,bb
2009,4035.337349,0.27,bb
2010,4055.413655,0.25,bb
2011,4055.413655,0.23,bb
2012,4055.413655,0.25,bb
2013,4055.413655,0.25,bb
2014,4055.413655,0.26,bb
2015,4075.48996,0.24,bb
2016,4075.48996,0.22,bb
2017,4075.48996,0.22,bb
2018,4075.48996,0.24,bb
2019,4075.48996,0.27,bb
2020,4095.566265,0.27,bb
2021,4095.566265,0.25,bb
2022,4095.566265,0.23,bb
2023,4095.566265,0.25,bb
2024,4095.566265,0.26,bb
2025,4115.64257,0.22,bb
2026,4115.64257,0.25,bb
2027,4115.64257,0.25,bb
2028,4115.64257,0.24,bb
2029,4115.64257,0.23,bb
2030,4135.718876,0.26,bb
2031,4135.718876,0.26,bb
2032,4135.718876,0.25,bb
2033,4135.718876,0.24,bb
2034,4135.718876,0.21,bb
2035,4155.795181,0.26,bb
2036,4155.795181,0.25,bb
2037,4155.795181,0.23,bb
2038,4155.795181,0.25,bb
2039,4155.795181,0.25,bb
2040,4175.871486,0.27,bb
2041,4175.871486,0.26,bb
2042,4175.871486,0.24,bb
2043,4175.871486,0.25,bb
2044,4175.871486,0.27,bb
2045,4195.947791,0.25,bb
2046,4195.947791,0.26,bb
2047,4195.947791,0.26,bb
2048,4195.947791,0.25,bb
2049,4195.947791,0.24,bb
2050,4216.024096,0.26,bb
2051,4216.024096,0.26,bb
2052,4216.024096,0.23,bb
2053,4216.024096,0.24,bb
2054,4216.024096,0.23,bb
2055,4236.100402,0.26,bb
2056,4236.100402,0.24,bb
2057,4236.100402,0.22,bb
2058,4236.100402,0.21,bb
2059,4236.100402,0.23,bb
2060,4256.176707,0.23,bb
2061,4256.176707,0.27,bb
2062,4256.176707,0.24,bb
2063,4256.176707,0.27,bb
2064,4256.176707,0.23,bb
2065,4276.253012,0.25,bb
2066,4276.253012,0.22,bb
2067,4276.253012,0.25,bb
2068,4276.253012,0.25,bb
2069,4276.253012,0.26,bb
2070,4296.329317,0.23,bb
2071,4296.329317,0.26,bb
2072,4296.329317,0.24,bb
2073,4296.329317,0.25,bb
2074,4296.329317,0.25,bb
2075,4316.405622,0.24,bb
2076,4316.405622,0.23,bb
2077,4316.405622,0.23,bb
2078,4316.405622,0.27,bb
2079,4316.405622,0.23,bb
2080,4336.481928,0.24,bb
2081,4336.481928,0.21,bb
2082,4336.481928,0.27,bb
2083,4336.481928,0.27,bb
2084,4336.481928,0.25,bb
2085,4356.558233,0.25,bb
2086,4356.558233,0.23,bb
2087,4356.558233,0.24,bb
2088,4356.558233,0.26,bb
2089,4356.558233,0.24,bb
2090,4376.634538,0.23,bb
2091,4376.634538,0.22,bb
2092,4376.634538,0.27,bb
2093,4376.634538,0.24,bb
2094,4376.634538,0.22,bb
2095,4396.710843,0.26,bb
2096,4396.710843,0.26,bb
2097,4396.710843,0.27,bb
2098,4396.710843,0.25,bb
2099,4396.710843,0.25,bb
2100,4416.787149,0.26,bb
2101,4416.787149,0.26,bb
2102,4416.787149,0.25,bb
2103,4416.787149,0.25,bb
2104,4416.787149,0.24,bb
2105,4436.863454,0.23,bb
2106,4436.863454,0.27,bb
2107,4436.863454,0.24,bb
2108,4436.863454,0.25,bb
2109,4436.863454,0.25,bb
2110,4456.939759,0.25,bb
2111,4456.939759,0.23,bb
2112,4456.939759,0.25,bb
2113,4456.939759,0.26,bb
2114,4456.939759,0.25,bb
2115,4477.016064,0.26,bb
2116,4477.016064,0.25,bb
2117,4477.016064,0.21,bb
2118,4477.016064,0.23,bb
2119,4477.016064,0.26,bb
2120,4497.092369,0.27,bb
2121,4497.092369,0.26,bb
2122,4497.092369,0.23,bb
2123,4497.092369,0.25,bb
2124,4497.092369,0.24,bb
2125,4517.168675,0.23,bb
2126,4517.168675,0.23,bb
2127,4517.168675,0.26,bb
2128,4517.168675,0.27,bb
2129,4517.168675,0.27,bb
2130,4537.24498,0.25,bb
2131,4537.24498,0.24,bb
2132,4537.24498,0.26,bb
2133,4537.24498,0.26,bb
2134,4537.24498,0.25,bb
2135,4557.321285,0.25,bb
2136,4557.321285,0.26,bb
2137,4557.321285,0.26,bb
2138,4557.321285,0.24,bb
2139,4557.321285,0.22,bb
2140,4577.39759,0.21,bb
2141,4577.39759,0.22,bb
2142,4577.39759,0.26,bb
2143,4577.39759,0.27,bb
2144,4577.39759,0.25,bb
2145,4597.473896,0.26,bb
2146,4597.473896,0.26,bb
2147,4597.473896,0.25,bb
2148,4597.473896,0.25,bb
2149,4597.473896,0.26,bb
2150,4617.550201,0.26,bb
2151,4617.550201,0.27,bb
2152,4617.550201,0.26,bb
2153,4617.550201,0.25,bb
2154,4617.550201,0.23,bb
2155,4637.626506,0.24,bb
2156,4637.626506,0.25,bb
2157,4637.626506,0.24,bb
2158,4637.626506,0.26,bb
2159,4637.626506,0.26,bb
2160,4657.702811,0.27,bb
2161,4657.702811,0.25,bb
2162,4657.702811,0.26,bb
2163,4657.702811,0.23,bb
2164,4657.702811,0.22,bb
2165,4677.779116,0.25,bb
2166,4677.779116,0.26,bb
2167,4677.779116,0.26,bb
2168,4677.779116,0.24,bb
2169,4677.779116,0.22,bb
2170,4697.855422,0.23,bb
2171,4697.855422,0.23,bb
2172,4697.855422,0.27,bb
2173,4697.855422,0.24,bb
2174,4697.855422,0.21,bb
2175,4717.931727,0.23,bb
2176,4717.931727,0.26,bb
2177,4717.931727,0.25,bb
2178,4717.931727,0.27,bb
2179,4717.931727,0.23,bb
2180,4738.008032,0.26,bb
2181,4738.008032,0.26,bb
2182,4738.008032,0.26,bb
2183,4738.008032,0.23,bb
2184,4738.008032,0.25,bb
2185,4758.084337,0.26,bb
2186,4758.084337,0.25,bb
2187,4758.084337,0.24,bb
2188,4758.084337,0.27,bb
2189,4758.084337,0.25,bb
2190,4778.160643,0.21,bb
2191,4778.160643,0.26,bb
2192,4778.160643,0.25,bb
2193,4778.160643,0.25,bb
2194,4778.160643,0.27,bb
2195,4798.236948,0.22,bb
2196,4798.236948,0.25,bb
2197,4798.236948,0.23,bb
2198,4798.236948,0.24,bb
2199,4798.236948,0.23,bb
2200,4818.313253,0.27,bb
2201,4818.313253,0.25,bb
2202,4818.313253,0.21,bb
2203,4818.313253,0.23,bb
2204,4818.313253,0.24,bb
2205,4838.389558,0.25,bb
2206,4838.389558,0.24,bb
2207,4838.389558,0.24,bb
2208,4838.389558,0.24,bb
2209,4838.389558,0.23,bb
2210,4858.465863,0.22,bb
2211,4858.465863,0.22,bb
2212,4858.465863,0.25,bb
2213,4858.465863,0.24,bb
2214,4858.465863,0.26,bb
2215,4878.542169,0.24,bb
2216,4878.542169,0.23,bb
2217,4878.542169,0.22,bb
2218,4878.542169,0.24,bb
2219,4878.542169,0.25,bb
2220,4898.618474,0.26,bb
2221,4898.618474,0.22,bb
2222,4898.618474,0.26,bb
2223,4898.618474,0.27,bb
2224,4898.618474,0.23,bb
2225,4918.694779,0.26,bb
2226,4918.694779,0.23,bb
2227,4918.694779,0.25,bb
2228,4918.694779,0.25,bb
2229,4918.694779,0.25,bb
2230,4938.771084,0.27,bb
2231,4938.771084,0.24,bb
2232,4938.771084,0.24,bb
2233,4938.771084,0.24,bb
2234,4938.771084,0.26,bb
2235,4958.84739,0.25,bb
2236,4958.84739,0.27,bb
2237,4958.84739,0.22,bb
2238,4958.84739,0.21,bb
2239,4958.84739,0.25,bb
2240,4978.923695,0.25,bb
2241,4978.923695,0.25,bb
2242,4978.923695,0.23,bb
2243,4978.923695,0.25,bb
2244,4978.923695,0.25,bb
2245,4999,0.25,bb
2246,4999,0.23,bb
2247,4999,0.26,bb
2248,4999,0.23,bb
2249,4999,0.24,bb
2250,0,0.19,final
2251,0,0.27,final
2252,0,0.13,final
2253,0,0.17,final
2254,0,0.11,final
2255,30.29292929,0.14,final
2256,30.29292929,0.3,final
2257,30.29292929,0.34,final
2258,30.29292929,0.19,final
2259,30.29292929,0.37,final
2260,60.58585859,0.45,final
2261,60.58585859,0.16,final
2262,60.58585859,0.38,final
2263,60.58585859,0.22,final
2264,60.58585859,0.27,final
2265,90.87878788,0.45,final
2266,90.87878788,0.28,final
2267,90.87878788,0.33,final
2268,90.87878788,0.42,final
2269,90.87878788,0.4,final
2270,121.1717172,0.12,final
2271,121.1717172,0.36,final
2272,121.1717172,0.18,final
2273,121.1717172,0.2,final
2274,121.1717172,0.21,final
2275,151.4646465,0.33,final
2276,151.4646465,0.33,final
2277,151.4646465,0.35,final
2278,151.4646465,0.38,final
2279,151.4646465,0.44,final
2280,181.7575758,0.38,final
2281,181.7575758,0.1,final
2282,181.7575758,0.36,final
2283,181.7575758,0.52,final
2284,181.7575758,0.38,final
2285,212.0505051,0.49,final
2286,212.0505051,0.39,final
2287,212.0505051,0.42,final
2288,212.0505051,0.38,final
2289,212.0505051,0.53,final
2290,242.3434343,0.41,final
2291,242.3434343,0.16,final
2292,242.3434343,0.5,final
2293,242.3434343,0.5,final
2294,242.3434343,0.36,final
2295,272.6363636,0.18,final
2296,272.6363636,0.38,final
2297,272.6363636,0.5,final
2298,272.6363636,0.31,final
2299,272.6363636,0.38,final
2300,302.9292929,0.43,final
2301,302.9292929,0.35,final
2302,302.9292929,0.34,final
2303,302.9292929,0.33,final
2304,302.9292929,0.57,final
2305,333.2222222,0.36,final
2306,333.2222222,0.27,final
2307,333.2222222,0.42,final
2308,333.2222222,0.46,final
2309,333.2222222,0.45,final
2310,363.5151515,0.28,final
2311,363.5151515,0.45,final
2312,363.5151515,0.25,final
2313,363.5151515,0.33,final
2314,363.5151515,0.55,final
2315,393.8080808,0.47,final
2316,393.8080808,0.58,final
2317,393.8080808,0.61,final
2318,393.8080808,0.58,final
2319,393.8080808,0.51,final
2320,424.1010101,0.41,final
2321,424.1010101,0.51,final
2322,424.1010101,0.24,final
2323,424.1010101,0.62,final
2324,424.1010101,0.54,final
2325,454.3939394,0.43,final
2326,454.3939394,0.42,final
2327,454.3939394,0.57,final
2328,454.3939394,0.6,final
2329,454.3939394,0.58,final
2330,484.6868687,0.52,final
2331,484.6868687,0.62,final
2332,484.6868687,0.34,final
2333,484.6868687,0.48,final
2334,484.6868687,0.25,final
2335,514.979798,0.42,final
2336,514.979798,0.29,final
2337,514.979798,0.54,final
2338,514.979798,0.31,final
2339,514.979798,0.61,final
2340,545.2727273,0.66,final
2341,545.2727273,0.62,final
2342,545.2727273,0.5,final
2343,545.2727273,0.43,final
2344,545.2727273,0.61,final
2345,575.5656566,0.56,final
2346,575.5656566,0.43,final
2347,575.5656566,0.54,final
2348,575.5656566,0.48,final
2349,575.5656566,0.54,final
2350,605.8585859,0.47,final
2351,605.8585859,0.69,final
2352,605.8585859,0.51,final
2353,605.8585859,0.46,final
2354,605.8585859,0.67,final
2355,636.1515152,0.56,final
2356,636.1515152,0.62,final
2357,636.1515152,0.59,final
2358,636.1515152,0.59,final
2359,636.1515152,0.7,final
2360,666.4444444,0.52,final
2361,666.4444444,0.68,final
2362,666.4444444,0.49,final
2363,666.4444444,0.7,final
2364,666.4444444,0.68,final
2365,696.7373737,0.52,final
2366,696.7373737,0.7,final
2367,696.7373737,0.61,final
2368,696.7373737,0.68,final
2369,696.7373737,0.69,final
2370,727.030303,0.62,final
2371,727.030303,0.59,final
2372,727.030303,0.68,final
2373,727.030303,0.57,final
2374,727.030303,0.6,final
2375,757.3232323,0.62,final
2376,757.3232323,0.67,final
2377,757.3232323,0.69,final
2378,757.3232323,0.67,final
2379,757.3232323,0.49,final
2380,787.6161616,0.63,final
2381,787.6161616,0.69,final
2382,787.6161616,0.64,final
2383,787.6161616,0.67,final
2384,787.6161616,0.62,final
2385,817.9090909,0.57,final
2386,817.9090909,0.69,final
2387,817.9090909,0.67,final
2388,817.9090909,0.6,final
2389,817.9090909,0.67,final
2390,848.2020202,0.62,final
2391,848.2020202,0.56,final
2392,848.2020202,0.7,final
2393,848.2020202,0.75,final
2394,848.2020202,0.61,final
2395,878.4949495,0.73,final
2396,878.4949495,0.54,final
2397,878.4949495,0.71,final
2398,878.4949495,0.62,final
2399,878.4949495,0.5,final
2400,908.7878788,0.72,final
2401,908.7878788,0.64,final
2402,908.7878788,0.49,final
2403,908.7878788,0.51,final
2404,908.7878788,0.72,final
2405,939.0808081,0.7,final
2406,939.0808081,0.77,final
2407,939.0808081,0.4,final
2408,939.0808081,0.67,final
2409,939.0808081,0.39,final
2410,969.3737374,0.65,final
2411,969.3737374,0.54,final
2412,969.3737374,0.72,final
2413,969.3737374,0.53,final
2414,969.3737374,0.72,final
2415,999.6666667,0.79,final
2416,999.6666667,0.52,final
2417,999.6666667,0.77,final
2418,999.6666667,0.78,final
2419,999.6666667,0.65,final
2420,1029.959596,0.53,final
2421,1029.959596,0.73,final
2422,1029.959596,0.72,final
2423,1029.959596,0.57,final
2424,1029.959596,0.47,final
2425,1060.252525,0.76,final
2426,1060.252525,0.49,final
2427,1060.252525,0.53,final
2428,1060.252525,0.71,final
2429,1060.252525,0.67,final
2430,1090.545455,0.76,final
2431,1090.545455,0.63,final
2432,1090.545455,0.77,final
2433,1090.545455,0.75,final
2434,1090.545455,0.69,final
2435,1120.838384,0.64,final
2436,1120.838384,0.59,final
2437,1120.838384,0.71,final
2438,1120.838384,0.7,final
2439,1120.838384,0.79,final
2440,1151.131313,0.8,final
2441,1151.131313,0.67,final
2442,1151.131313,0.58,final
2443,1151.131313,0.59,final
2444,1151.131313,0.7,final
2445,1181.424242,0.67,final
2446,1181.424242,0.6,final
2447,1181.424242,0.54,final
2448,1181.424242,0.82,final
2449,1181.424242,0.78,final
2450,1211.717172,0.76,final
2451,1211.717172,0.76,final
2452,1211.717172,0.78,final
2453,1211.717172,0.73,final
2454,1211.717172,0.81,final
2455,1242.010101,0.67,final
2456,1242.010101,0.67,final
2457,1242.010101,0.84,final
2458,1242.010101,0.78,final
2459,1242.010101,0.7,final
2460,1272.30303,0.78,final
2461,1272.30303,0.61,final
2462,1272.30303,0.72,final
2463,1272.30303,0.49,final
2464,1272.30303,0.66,final
2465,1302.59596,0.69,final
2466,1302.59596,0.79,final
2467,1302.59596,0.63,final
2468,1302.59596,0.83,final
2469,1302.59596,0.77,final
2470,1332.888889,0.56,final
2471,1332.888889,0.84,final
2472,1332.888889,0.76,final
2473,1332.888889,0.68,final
2474,1332.888889,0.69,final
2475,1363.181818,0.71,final
2476,1363.181818,0.68,final
2477,1363.181818,0.67,final
2478,1363.181818,0.77,final
2479,1363.181818,0.81,final
2480,1393.474747,0.72,final
2481,1393.474747,0.82,final
2482,1393.474747,0.68,final
2483,1393.474747,0.59,final
2484,1393.474747,0.79,final
2485,1423.767677,0.83,final
2486,1423.767677,0.84,final
2487,1423.767677,0.56,final
2488,1423.767677,0.82,final
2489,1423.767677,0.83,final
2490,1454.060606,0.72,final
2491,1454.060606,0.73,final
2492,1454.060606,0.63,final
2493,1454.060606,0.78,final
2494,1454.060606,0.73,final
2495,1484.353535,0.84,final
2496,1484.353535,0.6,final
2497,1484.353535,0.65,final
2498,1484.353535,0.58,final
2499,1484.353535,0.68,final
2500,1514.646465,0.78,final
2501,1514.646465,0.52,final
2502,1514.646465,0.5,final
2503,1514.646465,0.82,final
2504,1514.646465,0.84,final
2505,1544.939394,0.81,final
2506,1544.939394,0.56,final
2507,1544.939394,0.51,final
2508,1544.939394,0.64,final
2509,1544.939394,0.75,final
2510,1575.232323,0.76,final
2511,1575.232323,0.63,final
2512,1575.232323,0.82,final
2513,1575.232323,0.82,final
2514,1575.232323,0.82,final
2515,1605.525253,0.79,final
2516,1605.525253,0.51,final
2517,1605.525253,0.83,final
2518,1605.525253,0.7,final
2519,1605.525253,0.71,final
2520,1635.818182,0.71,final
2521,1635.818182,0.74,final
2522,1635.818182,0.78,final
2523,1635.818182,0.68,final
2524,1635.818182,0.6,final
2525,1666.111111,0.78,final
2526,1666.111111,0.72,final
2527,1666.111111,0.75,final
2528,1666.111111,0.58,final
2529,1666.111111,0.71,final
2530,1696.40404,0.69,final
2531,1696.40404,0.61,final
2532,1696.40404,0.55,final
2533,1696.40404,0.78,final
2534,1696.40404,0.61,final
2535,1726.69697,0.72,final
2536,1726.69697,0.61,final
2537,1726.69697,0.72,final
2538,1726.69697,0.73,final
2539,1726.69697,0.72,final
2540,1756.989899,0.7,final
2541,1756.989899,0.77,final
2542,1756.989899,0.58,final
2543,1756.989899,0.82,final
2544,1756.989899,0.64,final
2545,1787.282828,0.54,final
2546,1787.282828,0.68,final
2547,1787.282828,0.82,final
2548,1787.282828,0.74,final
2549,1787.282828,0.67,final
2550,1817.575758,0.71,final
2551,1817.575758,0.72,final
2552,1817.575758,0.84,final
2553,1817.575758,0.84,final
2554,1817.575758,0.8,final
2555,1847.868687,0.66,final
2556,1847.868687,0.64,final
2557,1847.868687,0.81,final
2558,1847.868687,0.82,final
2559,1847.868687,0.79,final
2560,1878.161616,0.78,final
2561,1878.161616,0.57,final
2562,1878.161616,0.81,final
2563,1878.161616,0.76,final
2564,1878.161616,0.84,final
2565,1908.454545,0.67,final
2566,1908.454545,0.81,final
2567,1908.454545,0.67,final
2568,1908.454545,0.66,final
2569,1908.454545,0.79,final
2570,1938.747475,0.68,final
2571,1938.747475,0.8,final
2572,1938.747475,0.84,final
2573,1938.747475,0.72,final
2574,1938.747475,0.68,final
2575,1969.040404,0.78,final
2576,1969.040404,0.79,final
2577,1969.040404,0.7,final
2578,1969.040404,0.8,final
2579,1969.040404,0.67,final
2580,1999.333333,0.71,final
2581,1999.333333,0.83,final
2582,1999.333333,0.74,final
2583,1999.333333,0.78,final
2584,1999.333333,0.77,final
2585,2029.626263,0.77,final
2586,2029.626263,0.7,final
2587,2029.626263,0.73,final
2588,2029.626263,0.79,final
2589,2029.626263,0.81,final
2590,2059.919192,0.79,final
2591,2059.919192,0.66,final
2592,2059.919192,0.71,final
2593,2059.919192,0.83,final
2594,2059.919192,0.8,final
2595,2090.212121,0.77,final
2596,2090.212121,0.65,final
2597,2090.212121,0.76,final
2598,2090.212121,0.78,final
2599,2090.212121,0.83,final
2600,2120.505051,0.77,final
2601,2120.505051,0.64,final
2602,2120.505051,0.84,final
2603,2120.505051,0.66,final
2604,2120.505051,0.82,final
2605,2150.79798,0.73,final
2606,2150.79798,0.76,final
2607,2150.79798,0.77,final
2608,2150.79798,0.8,final
2609,2150.79798,0.62,final
2610,2181.090909,0.75,final
2611,2181.090909,0.83,final
2612,2181.090909,0.77,final
2613,2181.090909,0.83,final
2614,2181.090909,0.84,final
2615,2211.383838,0.68,final
2616,2211.383838,0.77,final
2617,2211.383838,0.81,final
2618,2211.383838,0.83,final
2619,2211.383838,0.65,final
2620,2241.676768,0.7,final
2621,2241.676768,0.71,final
2622,2241.676768,0.79,final
2623,2241.676768,0.74,final
2624,2241.676768,0.79,final
2625,2271.969697,0.76,final
2626,2271.969697,0.76,final
2627,2271.969697,0.82,final
2628,2271.969697,0.79,final
2629,2271.969697,0.72,final
2630,2302.262626,0.71,final
2631,2302.262626,0.84,final
2632,2302.262626,0.84,final
2633,2302.262626,0.65,final
2634,2302.262626,0.71,final
2635,2332.555556,0.83,final
2636,2332.555556,0.84,final
2637,2332.555556,0.65,final
2638,2332.555556,0.77,final
2639,2332.555556,0.7,final
2640,2362.848485,0.82,final
2641,2362.848485,0.81,final
2642,2362.848485,0.83,final
2643,2362.848485,0.68,final
2644,2362.848485,0.82,final
2645,2393.141414,0.77,final
2646,2393.141414,0.79,final
2647,2393.141414,0.84,final
2648,2393.141414,0.71,final
2649,2393.141414,0.77,final
2650,2423.434343,0.73,final
2651,2423.434343,0.68,final
2652,2423.434343,0.8,final
2653,2423.434343,0.64,final
2654,2423.434343,0.8,final
2655,2453.727273,0.81,final
2656,2453.727273,0.83,final
2657,2453.727273,0.66,final
2658,2453.727273,0.78,final
2659,2453.727273,0.82,final
2660,2484.020202,0.84,final
2661,2484.020202,0.72,final
2662,2484.020202,0.74,final
2663,2484.020202,0.77,final
2664,2484.020202,0.66,final
2665,2514.313131,0.79,final
2666,2514.313131,0.7,final
2667,2514.313131,0.8,final
2668,2514.313131,0.71,final
2669,2514.313131,0.72,final
2670,2544.606061,0.77,final
2671,2544.606061,0.65,final
2672,2544.606061,0.65,final
2673,2544.606061,0.74,final
2674,2544.606061,0.69,final
2675,2574.89899,0.82,final
2676,2574.89899,0.84,final
2677,2574.89899,0.82,final
2678,2574.89899,0.72,final
2679,2574.89899,0.73,final
2680,2605.191919,0.75,final
2681,2605.191919,0.71,final
2682,2605.191919,0.83,final
2683,2605.191919,0.77,final
2684,2605.191919,0.84,final
2685,2635.484848,0.68,final
2686,2635.484848,0.7,final
2687,2635.484848,0.8,final
2688,2635.484848,0.79,final
2689,2635.484848,0.75,final
2690,2665.777778,0.77,final
2691,2665.777778,0.76,final
2692,2665.777778,0.77,final
2693,2665.777778,0.79,final
2694,2665.777778,0.78,final
2695,2696.070707,0.83,final
2696,2696.070707,0.78,final
2697,2696.070707,0.82,final
2698,2696.070707,0.82,final
2699,2696.070707,0.68,final
2700,2726.363636,0.67,final
2701,2726.363636,0.83,final
2702,2726.363636,0.83,final
2703,2726.363636,0.84,final
2704,2726.363636,0.84,final
2705,2756.656566,0.84,final
2706,2756.656566,0.72,final
2707,2756.656566,0.84,final
2708,2756.656566,0.82,final
2709,2756.656566,0.7,final
2710,2786.949495,0.73,final
2711,2786.949495,0.79,final
2712,2786.949495,0.64,final
2713,2786.949495,0.73,final
2714,2786.949495,0.77,final
2715,2817.242424,0.79,final
2716,2817.242424,0.82,final
2717,2817.242424,0.8,final
2718,2817.242424,0.81,final
2719,2817.242424,0.71,final
2720,2847.535354,0.76,final
2721,2847.535354,0.83,final
2722,2847.535354,0.78,final
2723,2847.535354,0.76,final
2724,2847.535354,0.79,final
2725,2877.828283,0.77,final
2726,2877.828283,0.67,final
2727,2877.828283,0.74,final
2728,2877.828283,0.77,final
2729,2877.828283,0.78,final
2730,2908.121212,0.83,final
2731,2908.121212,0.72,final
2732,2908.121212,0.83,final
2733,2908.121212,0.78,final
2734,2908.121212,0.79,final
2735,2938.414141,0.74,final
2736,2938.414141,0.78,final
2737,2938.414141,0.83,final
2738,2938.414141,0.73,final
2739,2938.414141,0.7,final
2740,2968.707071,0.71,final
2741,2968.707071,0.78,final
2742,2968.707071,0.77,final
2743,2968.707071,0.75,final
2744,2968.707071,0.76,final
2745,2999,0.82,final
2746,2999,0.77,final
2747,2999,0.74,final
2748,2999,0.68,final
2749,2999,0.77,final
2750,3000,0.82,final
2751,3000,0.77,final
2752,3000,0.74,final
2753,3000,0.68,final
2754,3000,0.77,final
2755,3020,0.82,final
2756,3020,0.77,final
2757,3020,0.74,final
2758,3020,0.68,final
2759,3020,0.77,final
2760,3040,0.82,final
2761,3040,0.77,final
2762,3040,0.74,final
2763,3040,0.68,final
2764,3040,0.77,final
2765,3060,0.82,final
2766,3060,0.77,final
2767,3060,0.74,final
2768,3060,0.68,final
2769,3060,0.77,final
2770,3080,0.82,final
2771,3080,0.77,final
2772,3080,0.74,final
2773,3080,0.68,final
2774,3080,0.77,final
2775,3100,0.82,final
2776,3100,0.77,final
2777,3100,0.74,final
2778,3100,0.68,final
2779,3100,0.77,final
2780,3120,0.82,final
2781,3120,0.77,final
2782,3120,0.74,final
2783,3120,0.68,final
2784,3120,0.77,final
2785,3140,0.82,final
2786,3140,0.77,final
2787,3140,0.74,final
2788,3140,0.68,final
2789,3140,0.77,final
2790,3160,0.82,final
2791,3160,0.77,final
2792,3160,0.74,final
2793,3160,0.68,final
2794,3160,0.77,final
2795,3180,0.82,final
2796,3180,0.77,final
2797,3180,0.74,final
2798,3180,0.68,final
2799,3180,0.77,final
2800,3200,0.82,final
2801,3200,0.77,final
2802,3200,0.74,final
2803,3200,0.68,final
2804,3200,0.77,final
2805,3220,0.82,final
2806,3220,0.77,final
2807,3220,0.74,final
2808,3220,0.68,final
2809,3220,0.77,final
2810,3240,0.82,final
2811,3240,0.77,final
2812,3240,0.74,final
2813,3240,0.68,final
2814,3240,0.77,final
2815,3260,0.82,final
2816,3260,0.77,final
2817,3260,0.74,final
2818,3260,0.68,final
2819,3260,0.77,final
2820,3280,0.82,final
2821,3280,0.77,final
2822,3280,0.74,final
2823,3280,0.68,final
2824,3280,0.77,final
2825,3300,0.82,final
2826,3300,0.77,final
2827,3300,0.74,final
2828,3300,0.68,final
2829,3300,0.77,final
2830,3320,0.82,final
2831,3320,0.77,final
2832,3320,0.74,final
2833,3320,0.68,final
2834,3320,0.77,final
2835,3340,0.82,final
2836,3340,0.77,final
