,time,signal
430,1726.562248995984,0.19
431,1726.562248995984,0.3
432,1726.562248995984,0.32
433,1726.562248995984,0.44
434,1726.562248995984,0.2
435,1746.6385542168673,0.28
436,1746.6385542168673,0.14
437,1746.6385542168673,0.09
438,1746.6385542168673,0.13
439,1746.6385542168673,0.12
440,1766.7148594377509,0.4
441,1766.7148594377509,0.15
442,1766.7148594377509,0.37
443,1766.7148594377509,0.4
444,1766.7148594377509,0.21
445,1786.7911646586344,0.42
446,1786.7911646586344,0.08
447,1786.7911646586344,0.06
448,1786.7911646586344,0.35
449,1786.7911646586344,0.37
450,1806.867469879518,0.14
451,1806.867469879518,0.26
452,1806.867469879518,0.1
453,1806.867469879518,0.08
454,1806.867469879518,0.38
455,1826.9437751004016,0.14
456,1826.9437751004016,0.41
457,1826.9437751004016,0.39
458,1826.9437751004016,0.43
459,1826.9437751004016,0.4
460,1847.0200803212851,0.04
461,1847.0200803212851,0.21
462,1847.0200803212851,0.36
463,1847.0200803212851,0.44
464,1847.0200803212851,0.14
465,1867.0963855421685,0.27
466,1867.0963855421685,0.18
467,1867.0963855421685,0.21
468,1867.0963855421685,0.31
469,1867.0963855421685,0.24
470,1887.172690763052,0.45
471,1887.172690763052,0.27
472,1887.172690763052,0.4
473,1887.172690763052,0.14
474,1887.172690763052,0.13
475,1907.2489959839356,0.4
476,1907.2489959839356,0.39
477,1907.2489959839356,0.35
478,1907.2489959839356,0.07
479,1907.2489959839356,0.3
480,1927.3253012048192,0.26
481,1927.3253012048192,0.39
482,1927.3253012048192,0.25
483,1927.3253012048192,0.3
484,1927.3253012048192,0.32
485,1947.4016064257028,0.36
486,1947.4016064257028,0.07
487,1947.4016064257028,0.34
488,1947.4016064257028,0.32
489,1947.4016064257028,0.09
490,1967.4779116465863,0.43
491,1967.4779116465863,0.44
492,1967.4779116465863,0.28
493,1967.4779116465863,0.06
494,1967.4779116465863,0.4
495,1987.55421686747,0.41
496,1987.55421686747,0.2
497,1987.55421686747,0.06
498,1987.55421686747,0.28
499,1987.55421686747,0.41
500,2007.6305220883532,0.17
501,2007.6305220883532,0.29
502,2007.6305220883532,0.4
503,2007.6305220883532,0.2
504,2007.6305220883532,0.24
505,2027.7068273092368,0.2
506,2027.7068273092368,0.41
507,2027.7068273092368,0.27
508,2027.7068273092368,0.28
509,2027.7068273092368,0.3
510,2047.7831325301204,0.41
511,2047.7831325301204,0.14
512,2047.7831325301204,0.41
513,2047.7831325301204,0.37
514,2047.7831325301204,0.24
515,2067.859437751004,0.33
516,2067.859437751004,0.21
517,2067.859437751004,0.31
518,2067.859437751004,0.41
519,2067.859437751004,0.42
520,2087.9357429718875,0.25
521,2087.9357429718875,0.28
522,2087.9357429718875,0.05
523,2087.9357429718875,0.08
524,2087.9357429718875,0.39
525,2108.012048192771,0.29
526,2108.012048192771,0.04
527,2108.012048192771,0.24
528,2108.012048192771,0.45
529,2108.012048192771,0.4
530,2128.0883534136547,0.05
531,2128.0883534136547,0.45
532,2128.0883534136547,0.16
533,2128.0883534136547,0.31
534,2128.0883534136547,0.16
535,2148.1646586345382,0.41
536,2148.1646586345382,0.19
537,2148.1646586345382,0.16
538,2148.1646586345382,0.19
539,2148.1646586345382,-0.0
540,2168.240963855422,0.22
541,2168.240963855422,0.38
542,2168.240963855422,0.06
543,2168.240963855422,0.19
544,2168.240963855422,0.19
545,2188.317269076305,0.29
546,2188.317269076305,0.34
547,2188.317269076305,0.37
548,2188.317269076305,0.09
549,2188.317269076305,0.28
550,2208.3935742971885,0.38
551,2208.3935742971885,0.01
552,2208.3935742971885,0.37
553,2208.3935742971885,0.3
554,2208.3935742971885,0.31
555,2228.469879518072,0.17
556,2228.469879518072,0.41
557,2228.469879518072,0.3
558,2228.469879518072,0.43
559,2228.469879518072,0.43
560,2248.5461847389556,0.12
561,2248.5461847389556,0.37
562,2248.5461847389556,0.39
563,2248.5461847389556,0.41
564,2248.5461847389556,0.17
565,2268.622489959839,0.31
566,2268.622489959839,0.1
567,2268.622489959839,0.2
568,2268.622489959839,0.41
